2.35	4.28
6.22	8.69
9.12	11.00
12.93	15.08
15.73	17.50
19.65	21.70
22.34	24.22
26.10	28.52
29.00	30.78
32.93	35.02
35.67	37.34
39.38	41.64
42.23	44.05
45.88	48.35
48.68	50.50
52.49	54.59
55.23	57.06
59.21	61.31
62.01	63.73
65.88	68.08
68.51	70.44
72.16	74.21
74.80	76.62
78.67	80.71
81.19	82.86
84.90	87.05
87.59	89.36
91.35	93.61
94.04	95.76
97.48	99.74
100.11	101.94
103.77	105.92
106.35	108.01
109.95	111.94
112.31	114.14
115.81	117.85
118.39	120.27
122.04	123.92
125.37	127.47
127.95	129.08
131.07	133.22
135.64	137.73
139.99	141.71
143.06	145.37
145.80	146.93
148.75	150.74
153.11	155.20
157.62	159.45
160.79	163.26
163.86	165.31
167.08	169.50
171.49	173.91
175.63	177.61
178.85	180.95
181.22	182.83
183.69	184.39
185.30	187.02
188.10	188.96
190.08	191.75
192.34	193.74
194.49	195.46
196.53	197.98
198.47	200.03
201.48	202.12
203.09	204.60
205.19	206.53
207.61	208.52
209.16	210.51
211.05	212.28
213.46	214.38
215.08	216.42
217.07	218.46
219.43	220.45
220.83	222.44
223.03	224.37
225.45	226.42
227.49	231.52
232.49	236.84
237.97	240.07
240.61	241.47
242.22	243.24
244.42	246.84
247.49	248.51
250.23	251.30
252.00	253.13
254.42	257.00
257.54	258.24
258.56	259.47
260.12	262.37
263.18	263.99
264.90	265.87
267.05	269.31
269.95	270.92
272.69	273.66
274.57	275.65
277.05	278.98
279.04	279.79
280.49	281.45
282.69	284.25
284.30	285.54
285.91	287.04
287.85	289.35
289.57	290.64
291.07	292.63
293.87	295.16
295.37	296.56
296.93	298.28
299.30	300.64
300.80	301.99
302.52	303.97
305.43	306.18
306.72	307.58
308.06	309.83
311.39	312.36
312.90	313.81
314.56	315.80
316.60	317.95
318.06	319.24
319.88	321.39
322.89	323.59
324.51	325.26
325.85	327.52
329.56	331.06
331.60	333.16
334.93	336.49
336.65	337.51
338.05	339.23
339.93	341.81
341.97	342.83
343.21	344.55
345.20	346.81
346.92	347.94
348.42	349.98
351.38	352.45
352.78	353.58
354.01	355.73
357.77	359.23
359.76	361.64
363.58	365.08
365.46	367.02
369.01	370.57
370.78	372.56
374.81	375.99
376.48	378.36
380.46	381.85
382.23	384.06
386.21	387.39
387.87	389.86
391.90	393.41
393.73	395.56
397.60	398.84
399.27	401.09
403.03	404.59
404.86	406.90
408.78	410.39
410.77	412.92
414.96	416.41
416.90	419.05
420.93	422.70
423.24	426.73
428.08	429.90
430.23	434.74
435.98	437.80
438.13	443.88
444.90	451.62
452.69	459.14
460.32	467.26
468.55	474.30
475.59	483.70
486.07	490.53
491.60	498.48
500.80	505.58
506.87	512.73
515.41	517.08
520.41	521.86
522.78	530.36
531.91	533.80
535.62	536.91
538.63	540.73
541.27	542.66
544.55	546.80
547.61	548.90
550.94	552.88
553.52	554.92
557.01	558.84
559.65	561.26
563.30	565.18
566.04	567.71
569.48	571.74
572.55	574.21
576.26	578.35
579.10	580.82
582.97	585.39
585.98	587.81
589.64	592.11
592.65	594.37
596.36	598.67
599.37	601.09
603.18	605.39
605.82	607.64
609.53	611.94
612.37	614.26
616.19	618.45
619.04	620.92
622.91	625.38
625.65	627.75
629.84	631.99
632.31	634.14
636.18	638.66
638.98	640.70
642.74	645.05
645.43	647.36
649.24	651.99
652.15	653.92
655.91	657.90
658.33	660.26
662.14	664.40
665.15	666.87
668.75	670.85
671.33	673.32
674.94	677.52
677.89	679.67
681.44	683.75
684.18	686.06
687.73	689.93
690.41	692.35
694.39	696.11
697.67	699.77
700.36	701.54
703.37	705.84
707.83	710.09
712.13	714.17
715.25	717.56
718.09	719.60
721.64	724.11
726.21	728.36
730.24	732.18
733.36	735.83
736.21	737.55
739.22	741.58
743.79	745.72
748.03	749.86
750.99	753.14
753.57	755.23
756.25	756.95
758.30	759.96
761.36	762.27
763.62	765.02
765.71	767.11
767.97	768.78
769.74	771.20
771.73	773.18
774.58	775.33
776.30	777.75
778.24	779.58
780.82	781.68
782.86	784.20
784.85	786.14
787.48	788.40
789.42	790.81
791.35	792.69
794.31	795.17
796.94	801.03
802.05	807.42
808.28	809.52
810.75	811.61
813.12	817.31
818.39	822.36
823.06	825.32
826.34	827.04
828.06	828.97
829.73	832.31
833.22	834.19
836.18	837.04
838.38	839.24
840.69	843.00
843.70	844.35
844.45	845.21
845.80	848.22
848.86	849.77
850.74	851.55
852.19	854.72
855.53	856.39
857.89	858.91
859.72	860.68
861.92	863.95
863.97	864.88
865.52	866.65
867.73	869.45
869.61	870.52
871.06	872.24
873.80	875.25
875.30	876.22
876.59	877.88
879.39	880.62
880.73	881.75
882.24	883.69
884.92	886.00
886.21	887.07
887.56	889.12
890.14	891.43
891.64	892.72
893.15	894.60
896.32	897.02
897.29	898.25
898.95	900.40
902.45	903.74
904.43	906.05
