2.91	4.83
5.84	7.36
9.42	11.11
11.66	14.09
18.40	20.37
25.78	28.26
33.62	36.88
42.38	48.66
49.80	55.58
57.32	63.83
132.87	135.09
137.54	138.99
140.58	141.35
149.97	151.79
153.10	154.42
157.01	159.18
160.09	161.41
163.67	165.85
166.44	168.12
170.62	172.39
173.11	174.79
176.42	178.15
179.37	180.69
183.27	185.32
186.22	187.54
189.81	192.26
192.98	194.35
196.66	198.43
199.47	200.70
202.47	204.37
205.28	206.82
208.86	211.13
212.04	213.45
215.03	217.48
218.30	219.75
221.66	224.38
225.11	226.69
228.83	231.19
232.09	233.68
235.86	237.86
238.63	240.17
241.98	244.66
245.39	246.93
248.70	251.29
252.01	253.60
256.14	258.68
259.41	260.86
263.54	265.58
266.48	267.85
270.34	272.65
273.61	274.92
277.28	279.14
280.37	281.77
284.04	286.08
287.08	288.44
290.67	292.84
294.07	295.43
297.70	299.60
300.51	302.10
304.05	306.36
307.41	308.68
309.95	311.67
312.67	314.30
315.17	316.85
319.02	321.61
323.97	325.92
327.19	328.96
329.87	332.04
332.77	334.49
336.76	338.90
341.39	343.52
344.29	346.56
347.47	349.42
350.01	351.69
354.00	356.23
358.27	360.63
361.90	363.94
364.53	366.71
367.43	368.98
370.97	373.29
375.46	377.78
378.73	381.00
381.54	383.68
