15.00	18.02
18.68	25.76
26.97	29.39
31.75	33.62
34.05	35.59
37.73	39.66
40.20	41.69
43.33	45.59
46.08	47.89
49.43	51.68
52.28	54.04
55.69	58.05
58.54	60.41
62.11	64.75
65.13	66.84
68.81	71.17
71.67	73.53
75.40	77.65
78.15	80.07
81.72	84.46
85.07	86.71
88.14	90.67
91.16	93.08
94.51	97.20
97.53	99.40
100.82	103.46
103.84	105.82
107.19	109.61
109.99	112.08
113.51	115.54
116.47	118.78
119.11	120.48
122.13	124.71
126.85	129.05
131.41	133.17
134.10	135.75
136.35	136.90
138.05	139.54
140.52	141.07
142.17	143.54
143.98	145.47
145.63	146.34
147.33	148.65
149.47	150.63
150.90	151.89
153.37	157.33
158.59	162.60
163.86	164.85
167.81	168.58
169.60	174.49
175.15	179.87
180.86	182.84
183.99	184.76
185.48	186.36
187.51	189.44
190.26	191.30
193.06	194.11
195.10	196.20
197.35	200.04
200.48	201.25
201.36	202.19
202.79	205.48
206.14	206.97
207.96	209.06
210.16	212.24
213.01	214.00
215.71	216.86
217.91	219.00
220.38	222.85
223.13	224.00
224.02	224.89
225.55	227.91
228.29	229.01
229.78	230.82
231.92	234.01
234.50	235.60
237.25	238.41
239.23	240.38
241.70	243.67
243.69	244.51
245.00	246.21
247.42	249.62
249.78	250.88
