0.68	2.09
2.59	4.43
6.40	7.75
8.06	10.03
11.75	13.22
13.78	15.56
17.40	18.76
19.25	21.28
22.94	24.47
24.84	26.75
28.41	30.07
30.44	32.59
34.37	35.79
36.28	38.19
39.78	41.57
42.00	44.15
45.75	47.53
47.90	50.05
51.77	53.62
53.80	56.14
57.49	59.58
60.01	64.50
65.73	71.63
72.86	78.95
80.06	85.65
86.45	95.43
96.29	102.44
103.24	111.35
113.81	115.23
118.73	119.84
121.93	128.63
129.86	131.89
133.67	135.21
137.17	138.96
139.82	141.17
143.32	145.23
145.97	147.57
149.78	151.38
152.30	153.71
155.87	158.02
158.76	160.29
162.51	164.41
165.46	166.75
168.96	170.87
172.04	173.20
175.60	177.26
178.18	179.60
181.81	183.66
184.52	185.93
188.08	189.74
190.67	191.96
194.29	195.58
196.57	197.86
200.26	201.43
203.02	205.24
205.48	206.41
208.56	210.53
212.92	214.83
216.98	218.70
219.69	221.78
222.64	224.05
224.73	225.34
226.33	227.80
229.09	229.65
231.06	232.23
233.21	234.38
237.58	238.62
239.36	240.65
