0.31	2.00
2.32	3.57
4.32	5.39
6.51	8.64
9.77	10.90
12.34	14.59
15.34	16.79
19.04	20.36
20.98	22.80
24.99	25.93
26.99	28.44
30.75	32.13
33.13	34.51
36.64	38.14
39.15	40.71
42.59	43.97
45.03	46.60
48.48	49.92
50.73	52.67
54.62	56.12
57.12	59.06
62.70	65.14
70.21	72.78
77.48	82.30
85.93	91.51
93.57	99.65
101.59	107.67
109.36	116.31
117.50	124.51
126.46	128.71
130.59	138.80
140.34	142.99
144.69	146.01
148.79	150.68
151.62	153.14
155.22	157.17
157.99	159.63
161.71	163.86
164.49	166.12
167.83	170.22
171.11	172.49
174.57	176.34
177.28	178.73
180.63	182.39
183.53	184.91
187.56	189.26
190.46	191.85
194.56	196.07
197.14	198.66
200.99	202.82
203.83	205.21
207.48	209.37
210.32	211.83
214.36	216.37
216.88	218.71
221.16	223.18
224.13	225.89
228.23	230.12
231.00	232.51
233.84	235.48
236.67	238.57
239.07	241.09
243.42	245.69
248.15	250.42
251.55	253.38
254.83	256.53
257.79	259.31
261.45	263.34
265.61	267.25
269.90	271.54
272.93	274.44
275.38	275.95
278.28	279.92
282.51	283.90
285.98	287.68
289.00	290.39
291.08	292.09
293.86	295.56
298.02	299.47
301.49	303.19
304.45	305.90
306.59	307.54
309.24	310.63
312.39	313.65
320.15	321.41
323.24	324.18
325.19	326.20
327.08	328.22
329.10	329.98
330.87	331.94
332.88	333.95
334.58	335.34
336.48	337.55
339.12	339.88
341.96	343.29
348.58	349.59
351.17	107.67
353.18	116.31
355.77	124.51
357.47	128.71
359.30	138.80
361.13	142.99
363.02	146.01
365.04	150.68
366.74	153.14
368.88	157.17
371.15	159.63
373.11	163.86
375.44	166.12
377.46	170.22
379.60	172.49
382.12	176.34
387.67	178.73
390.89	182.39
392.46	184.91
395.61	189.26
397.76	191.85
400.72	196.07
403.43	198.66
405.70	202.82
407.53	205.21
411.12	209.37
412.70	211.83
416.48	216.37
418.12	218.71
421.21	223.18
423.86	225.89
426.06	230.12
427.70	232.51
429.53	235.48
431.42	238.57
433.63	241.09
435.46	245.69
437.41	250.42
439.30	440.38
441.32	443.09
443.72	444.54
445.23	446.30
447.82	449.46
450.21	451.41
453.49	455.13
455.82	457.34
459.48	460.74
461.88	463.14
465.22	466.92
467.86	469.13
471.65	472.97
474.11	475.43
477.76	479.09
480.22	481.55
482.87	484.70
484.95	485.90
486.59	487.79
488.54	491.00
491.82	493.08
494.97	496.05
496.87	498.00
500.46	501.91
502.73	503.99
506.26	507.65
508.28	509.85
511.75	513.13
513.95	515.53
517.67	519.31
519.88	521.20
523.41	524.98
525.49	527.38
