2.78	4.99
5.90	7.41
9.83	12.26
14.20	16.89
18.02	20.23
20.93	23.30
23.84	25.61
27.50	30.03
32.07	34.98
35.84	38.27
38.75	41.23
41.87	43.71
45.54	48.07
50.27	51.89
53.40	55.39
56.25	58.14
58.84	60.02
61.74	63.68
66.05	67.61
69.44	71.28
72.35	74.02
74.56	75.80
77.36	78.87
80.48	81.78
88.13	89.48
91.09	92.06
92.76	94.00
94.86	96.05
96.96	97.82
98.58	99.92
100.68	101.70
102.67	103.48
104.18	105.31
105.79	106.87
107.46	108.38
109.08	110.15
111.23	112.15
113.11	114.25
115.70	116.56
118.66	120.01
125.88	126.74
128.41	129.22
130.24	131.32
132.82	133.68
134.65	135.78
137.45	138.37
139.39	140.31
141.65	142.57
143.70	144.45
145.96	146.82
147.90	148.92
150.22	150.86
